Name,SI,Handles,VM,WS,PM,NPM,Path,Company,CPU,FileVersion,ProductVersion,Description,Product,__NounName,BasePriority,ExitCode,HasExited,ExitTime,Handle,SafeHandle,HandleCount,Id,MachineName,MainWindowHandle,MainWindowTitle,MainModule,MaxWorkingSet,MinWorkingSet,Modules,NonpagedSystemMemorySize,NonpagedSystemMemorySize64,PagedMemorySize,PagedMemorySize64,PagedSystemMemorySize,PagedSystemMemorySize64,PeakPagedMemorySize,PeakPagedMemorySize64,PeakWorkingSet,PeakWorkingSet64,PeakVirtualMemorySize,PeakVirtualMemorySize64,PriorityBoostEnabled,PriorityClass,PrivateMemorySize,PrivateMemorySize64,PrivilegedProcessorTime,ProcessName,ProcessorAffinity,Responding,SessionId,StartInfo,StartTime,SynchronizingObject,Threads,TotalProcessorTime,UserProcessorTime,VirtualMemorySize,VirtualMemorySize64,EnableRaisingEvents,StandardInput,StandardOutput,StandardError,WorkingSet,WorkingSet64,Site,Container
svchost,0,230,2.20779E+12,11632640,3293184,15560,,,,,,,,Process,8,,,,,,230,2412,.,0,,,,,,15560,15560,3293184,3293184,106056,106056,56442880,56442880,65748992,65748992,188862464,2.2078E+12,,,3293184,3293184,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,180514816,2.20779E+12,FALSE,,,,11632640,11632640,,
svchost,0,196,2.2034E+12,6430720,2265088,10088,,,,,,,,Process,8,,,,,,196,2420,.,0,,,,,,10088,10088,2265088,2265088,78776,78776,3452928,3452928,8200192,8200192,84246528,2.2034E+12,,,2265088,2265088,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,79368192,2.2034E+12,FALSE,,,,6430720,6430720,,
svchost,0,219,2.20342E+12,18497536,10903552,10736,,,,,,,,Process,8,,,,,,219,2428,.,0,,,,,,10736,10736,10903552,10903552,84360,84360,13635584,13635584,21733376,21733376,101470208,2.20342E+12,,,10903552,10903552,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,98779136,2.20342E+12,FALSE,,,,18497536,18497536,,
svchost,0,227,2.20339E+12,4833280,1437696,7472,,,,,,,,Process,8,,,,,,227,2436,.,0,,,,,,7472,7472,1437696,1437696,67480,67480,1548288,1548288,6037504,6037504,75014144,2.20339E+12,,,1437696,1437696,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,73957376,2.20339E+12,FALSE,,,,4833280,4833280,,
svchost,0,146,2.2034E+12,6258688,1781760,9608,,,,,,,,Process,8,,,,,,146,2508,.,0,,,,,,9608,9608,1781760,1781760,84528,84528,2039808,2039808,8409088,8409088,83308544,2.2034E+12,,,1781760,1781760,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,79114240,2.2034E+12,FALSE,,,,6258688,6258688,,
svchost,0,191,2.2034E+12,6139904,1994752,9568,,,,,,,,Process,8,,,,,,191,2600,.,0,,,,,,9568,9568,1994752,1994752,77344,77344,2301952,2301952,8081408,8081408,82227200,2.2034E+12,,,1994752,1994752,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,78032896,2.2034E+12,FALSE,,,,6139904,6139904,,
svchost,0,169,2.20345E+12,7569408,2043904,10584,,,,,,,,Process,8,,,,,,169,2612,.,0,,,,,,10584,10584,2043904,2043904,137368,137368,9355264,9355264,28971008,28971008,292675584,2.20361E+12,,,2043904,2043904,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,130965504,2.20345E+12,FALSE,,,,7569408,7569408,,
svchost,0,279,2.20341E+12,7364608,3543040,13856,,,,,,,,Process,8,,,,,,279,2704,.,0,,,,,,13856,13856,3543040,3543040,88184,88184,3887104,3887104,8552448,8552448,92688384,2.20341E+12,,,3543040,3543040,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,88494080,2.20341E+12,FALSE,,,,7364608,7364608,,
svchost,0,386,2.20342E+12,11878400,3567616,13432,,,,,,,,Process,8,,,,,,386,2852,.,0,,,,,,13432,13432,3567616,3567616,117504,117504,3735552,3735552,13520896,13520896,100261888,2.20342E+12,,,3567616,3567616,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,97357824,2.20342E+12,FALSE,,,,11878400,11878400,,
svchost,0,171,2.2034E+12,6635520,1916928,10192,,,,,,,,Process,8,,,,,,171,2880,.,0,,,,,,10192,10192,1916928,1916928,94944,94944,2138112,2138112,9138176,9138176,88715264,2.20341E+12,,,1916928,1916928,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,85512192,2.2034E+12,FALSE,,,,6635520,6635520,,
svchost,0,142,2.20339E+12,5488640,1941504,10808,,,,,,,,Process,8,,,,,,142,2992,.,0,,,,,,10808,10808,1941504,1941504,66888,66888,2314240,2314240,7106560,7106560,75173888,2.20339E+12,,,1941504,1941504,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,72028160,2.20339E+12,FALSE,,,,5488640,5488640,,
svchost,0,432,2.2036E+12,67428352,88821760,20800,,,,,,,,Process,8,,,,,,432,3264,.,0,,,,,,20800,20800,88821760,88821760,219104,219104,89264128,89264128,114061312,114061312,307851264,2.20363E+12,,,88821760,88821760,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,284094464,2.2036E+12,FALSE,,,,67428352,67428352,,
svchost,0,426,2.20344E+12,13365248,12611584,33400,,,,,,,,Process,8,,,,,,426,3300,.,0,,,,,,33400,33400,12611584,12611584,117120,117120,17375232,17375232,26853376,26853376,125440000,2.20344E+12,,,12611584,12611584,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,118824960,2.20344E+12,FALSE,,,,13365248,13365248,,
svchost,0,188,2.2034E+12,6119424,2170880,10816,,,,,,,,Process,8,,,,,,188,3332,.,0,,,,,,10816,10816,2170880,2170880,83640,83640,2326528,2326528,8351744,8351744,83738624,2.2034E+12,,,2170880,2170880,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,81637376,2.2034E+12,FALSE,,,,6119424,6119424,,
svchost,0,280,2.2034E+12,7286784,2457600,10952,,,,,,,,Process,8,,,,,,280,3428,.,0,,,,,,10952,10952,2457600,2457600,91912,91912,2985984,2985984,9515008,9515008,87236608,2.20341E+12,,,2457600,2457600,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,79372288,2.2034E+12,FALSE,,,,7286784,7286784,,
svchost,0,387,2.20343E+12,10059776,4706304,16864,,,,,,,,Process,8,,,,,,387,3500,.,0,,,,,,16864,16864,4706304,4706304,104248,104248,5832704,5832704,12763136,12763136,117071872,2.20344E+12,,,4706304,4706304,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,110772224,2.20343E+12,FALSE,,,,10059776,10059776,,
svchost,0,306,2.20342E+12,12701696,5636096,14336,,,,,,,,Process,8,,,,,,306,3640,.,0,,,,,,14336,14336,5636096,5636096,109560,109560,8577024,8577024,17776640,17776640,109199360,2.20343E+12,,,5636096,5636096,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,103956480,2.20342E+12,FALSE,,,,12701696,12701696,,
svchost,0,448,2.2034E+12,7725056,3182592,11480,,,,,,,,Process,8,,,,,,448,3724,.,0,,,,,,11480,11480,3182592,3182592,99576,99576,4018176,4018176,9543680,9543680,91725824,2.20341E+12,,,3182592,3182592,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,80183296,2.2034E+12,FALSE,,,,7725056,7725056,,
svchost,0,202,2.2034E+12,6193152,2007040,10120,,,,,,,,Process,8,,,,,,202,3976,.,0,,,,,,10120,10120,2007040,2007040,89376,89376,2281472,2281472,8622080,8622080,89337856,2.20341E+12,,,2007040,2007040,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,84795392,2.2034E+12,FALSE,,,,6193152,6193152,,
svchost,0,552,2.20348E+12,21495808,15409152,24064,,,,,,,,Process,8,,,,,,552,3984,.,0,,,,,,24064,24064,15409152,15409152,180560,180560,29057024,29057024,39305216,39305216,169639936,2.20349E+12,,,15409152,15409152,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,161234944,2.20348E+12,FALSE,,,,21495808,21495808,,
svchost,0,235,2.20348E+12,8462336,3166208,23312,,,,,,,,Process,8,,,,,,235,4008,.,0,,,,,,23312,23312,3166208,3166208,98688,98688,3276800,3276800,10784768,10784768,162336768,2.20348E+12,,,3166208,3166208,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,160759808,2.20348E+12,FALSE,,,,8462336,8462336,,
svchost,0,400,2.20363E+12,30269440,27115520,22264,,,,,,,,Process,8,,,,,,400,4032,.,0,,,,,,22264,22264,27115520,27115520,148168,148168,158842880,158842880,138522624,138522624,449564672,2.20377E+12,,,27115520,27115520,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,308998144,2.20363E+12,FALSE,,,,30269440,30269440,,
svchost,0,303,2.20342E+12,8462336,3227648,13544,,,,,,,,Process,8,,,,,,303,4044,.,0,,,,,,13544,13544,3227648,3227648,102912,102912,3960832,3960832,12525568,12525568,111022080,2.20343E+12,,,3227648,3227648,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,104259584,2.20342E+12,FALSE,,,,8462336,8462336,,
svchost,0,390,2.20344E+12,14217216,5296128,18504,,,,,,,,Process,8,,,,,,390,4132,.,0,,,,,,18504,18504,5296128,5296128,134704,134704,14573568,14573568,25223168,25223168,131649536,2.20345E+12,,,5296128,5296128,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,124297216,2.20344E+12,FALSE,,,,14217216,14217216,,
svchost,0,135,2.20339E+12,4685824,1691648,9112,,,,,,,,Process,8,,,,,,135,4280,.,0,,,,,,9112,9112,1691648,1691648,70640,70640,1966080,1966080,6905856,6905856,77242368,2.2034E+12,,,1691648,1691648,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,73568256,2.20339E+12,FALSE,,,,4685824,4685824,,
svchost,0,178,2.2034E+12,5918720,1978368,10288,,,,,,,,Process,8,,,,,,178,4288,.,0,,,,,,10288,10288,1978368,1978368,88528,88528,2379776,2379776,8404992,8404992,90619904,2.20341E+12,,,1978368,1978368,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,85168128,2.2034E+12,FALSE,,,,5918720,5918720,,
svchost,0,128,2.20339E+12,4382720,1335296,7240,,,,,,,,Process,8,,,,,,128,4320,.,0,,,,,,7240,7240,1335296,1335296,62288,62288,1531904,1531904,5791744,5791744,71929856,2.20339E+12,,,1335296,1335296,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,68784128,2.20339E+12,FALSE,,,,4382720,4382720,,
svchost,0,411,2.20345E+12,18153472,5001216,19608,,,,,,,,Process,8,,,,,,411,4336,.,0,,,,,,19608,19608,5001216,5001216,197136,197136,5586944,5586944,22605824,22605824,139939840,2.20346E+12,,,5001216,5001216,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,130961408,2.20345E+12,FALSE,,,,18153472,18153472,,
svchost,0,482,2.20341E+12,8990720,3600384,18000,,,,,,,,Process,8,,,,,,482,4364,.,0,,,,,,18000,18000,3600384,3600384,125224,125224,5009408,5009408,13504512,13504512,106676224,2.20342E+12,,,3600384,3600384,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,89808896,2.20341E+12,FALSE,,,,8990720,8990720,,
svchost,0,207,2.2034E+12,7282688,2457600,11832,,,,,,,,Process,8,,,,,,207,4448,.,0,,,,,,11832,11832,2457600,2457600,88152,88152,2560000,2560000,9105408,9105408,85508096,2.2034E+12,,,2457600,2457600,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,83992576,2.2034E+12,FALSE,,,,7282688,7282688,,
svchost,0,109,2.20339E+12,3919872,1368064,7200,,,,,,,,Process,8,,,,,,109,4584,.,0,,,,,,7200,7200,1368064,1368064,59608,59608,1589248,1589248,5677056,5677056,72245248,2.20339E+12,,,1368064,1368064,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,69099520,2.20339E+12,FALSE,,,,3919872,3919872,,
svchost,1,479,2.20348E+12,23580672,11022336,19664,C:\WINDOWS\system32\svchost.exe,Microsoft Corporation,9.5,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Host Process for Windows Services,Microsoft? Windows? Operating System,Process,8,,FALSE,,3516,Microsoft.Win32.SafeHandles.SafeProcessHandle,479,4600,.,0,,System.Diagnostics.ProcessModule (svchost.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,19664,19664,11022336,11022336,217120,217120,15507456,15507456,37105664,37105664,171560960,2.20349E+12,TRUE,Normal,11022336,11022336,00:03.9,svchost,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:09.5,00:05.6,157433856,2.20348E+12,FALSE,,,,23580672,23580672,,
svchost,1,159,2.20342E+12,8921088,1961984,9392,C:\WINDOWS\system32\svchost.exe,Microsoft Corporation,0.234375,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Host Process for Windows Services,Microsoft? Windows? Operating System,Process,8,,FALSE,,1040,Microsoft.Win32.SafeHandles.SafeProcessHandle,159,4608,.,0,,System.Diagnostics.ProcessModule (svchost.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,9392,9392,1961984,1961984,126744,126744,2502656,2502656,12447744,12447744,110460928,2.20343E+12,TRUE,Normal,1961984,1961984,00:00.2,svchost,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.2,00:00.0,101539840,2.20342E+12,FALSE,,,,8921088,8921088,,
svchost,0,214,2.20341E+12,5570560,2465792,12912,,,,,,,,Process,8,,,,,,214,4652,.,0,,,,,,12912,12912,2465792,2465792,89744,89744,2682880,2682880,7569408,7569408,93319168,2.20341E+12,,,2465792,2465792,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,90697728,2.20341E+12,FALSE,,,,5570560,5570560,,
svchost,1,545,2.20353E+12,30740480,9347072,24848,C:\WINDOWS\system32\svchost.exe,Microsoft Corporation,3.59375,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Host Process for Windows Services,Microsoft? Windows? Operating System,Process,8,,FALSE,,3964,Microsoft.Win32.SafeHandles.SafeProcessHandle,545,4844,.,0,,System.Diagnostics.ProcessModule (svchost.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,24848,24848,9347072,9347072,333544,333544,11231232,11231232,38379520,38379520,234508288,2.20355E+12,TRUE,Normal,9347072,9347072,00:00.9,svchost,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:03.6,00:02.7,211255296,2.20353E+12,FALSE,,,,30740480,30740480,,
svchost,0,206,2.2034E+12,6144000,2019328,10440,,,,,,,,Process,8,,,,,,206,5412,.,0,,,,,,10440,10440,2019328,2019328,79736,79736,2387968,2387968,8417280,8417280,83439616,2.2034E+12,,,2019328,2019328,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,78196736,2.2034E+12,FALSE,,,,6144000,6144000,,
svchost,0,196,2.2034E+12,6283264,2228224,10856,,,,,,,,Process,8,,,,,,196,5420,.,0,,,,,,10856,10856,2228224,2228224,77488,77488,2396160,2396160,8171520,8171520,82608128,2.2034E+12,,,2228224,2228224,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,79462400,2.2034E+12,FALSE,,,,6283264,6283264,,
svchost,0,309,2.20344E+12,15683584,4407296,15280,,,,,,,,Process,8,,,,,,309,5468,.,0,,,,,,15280,15280,4407296,4407296,150456,150456,6328320,6328320,23044096,23044096,138993664,2.20346E+12,,,4407296,4407296,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,121405440,2.20344E+12,FALSE,,,,15683584,15683584,,
svchost,0,394,2.20342E+12,9420800,3629056,26048,,,,,,,,Process,8,,,,,,394,5860,.,0,,,,,,26048,26048,3629056,3629056,129512,129512,4136960,4136960,13266944,13266944,108359680,2.20343E+12,,,3629056,3629056,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,102051840,2.20342E+12,FALSE,,,,9420800,9420800,,
svchost,0,428,2.20345E+12,16269312,6029312,26384,,,,,,,,Process,8,,,,,,428,6956,.,0,,,,,,26384,26384,6029312,6029312,176064,176064,6803456,6803456,21422080,21422080,132325376,2.20345E+12,,,6029312,6029312,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,126873600,2.20345E+12,FALSE,,,,16269312,16269312,,
svchost,0,149,2.20339E+12,5890048,1798144,9376,,,,,,,,Process,8,,,,,,149,7104,.,0,,,,,,9376,9376,1798144,1798144,74600,74600,2170880,2170880,8048640,8048640,79618048,2.2034E+12,,,1798144,1798144,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,74899456,2.20339E+12,FALSE,,,,5890048,5890048,,
svchost,1,293,2.20348E+12,19001344,3702784,15088,C:\WINDOWS\system32\svchost.exe,Microsoft Corporation,0.3125,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Host Process for Windows Services,Microsoft? Windows? Operating System,Process,8,,FALSE,,3380,Microsoft.Win32.SafeHandles.SafeProcessHandle,293,7152,.,0,,System.Diagnostics.ProcessModule (svchost.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,15088,15088,3702784,3702784,222672,222672,4104192,4104192,19357696,19357696,163573760,2.20348E+12,TRUE,Normal,3702784,3702784,00:00.2,svchost,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:00.3,00:00.1,158846976,2.20348E+12,FALSE,,,,19001344,19001344,,
svchost,0,152,2.2034E+12,7532544,1875968,9096,,,,,,,,Process,8,,,,,,152,8168,.,0,,,,,,9096,9096,1875968,1875968,84496,84496,2052096,2052096,7569408,7569408,81911808,2.2034E+12,,,1875968,1875968,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,80859136,2.2034E+12,FALSE,,,,7532544,7532544,,
svchost,0,231,2.2034E+12,5869568,2367488,15568,,,,,,,,Process,8,,,,,,231,8648,.,0,,,,,,15568,15568,2367488,2367488,80192,80192,2486272,2486272,7786496,7786496,86106112,2.2034E+12,,,2367488,2367488,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,82960384,2.2034E+12,FALSE,,,,5869568,5869568,,
svchost,0,215,2.2034E+12,6492160,2723840,11200,,,,,,,,Process,8,,,,,,215,9092,.,0,,,,,,11200,11200,2723840,2723840,82448,82448,3035136,3035136,9048064,9048064,86016000,2.2034E+12,,,2723840,2723840,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,81821696,2.2034E+12,FALSE,,,,6492160,6492160,,
svchost,0,182,2.2034E+12,5701632,2330624,10496,,,,,,,,Process,8,,,,,,182,10148,.,0,,,,,,10496,10496,2330624,2330624,74168,74168,2416640,2416640,6389760,6389760,80633856,2.2034E+12,,,2330624,2330624,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,79585280,2.2034E+12,FALSE,,,,5701632,5701632,,
svchost,0,135,2.20339E+12,6725632,2043904,8424,,,,,,,,Process,8,,,,,,135,10256,.,0,,,,,,8424,8424,2043904,2043904,57944,57944,2260992,2260992,6963200,6963200,73027584,2.20339E+12,,,2043904,2043904,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,72986624,2.20339E+12,FALSE,,,,6725632,6725632,,
svchost,0,192,2.20341E+12,11554816,2871296,11072,,,,,,,,Process,8,,,,,,192,10488,.,0,,,,,,11072,11072,2871296,2871296,102824,102824,2871296,2871296,13688832,13688832,95354880,2.20341E+12,,,2871296,2871296,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,94830592,2.20341E+12,FALSE,,,,11554816,11554816,,
svchost,0,292,2.20342E+12,9768960,2789376,12976,,,,,,,,Process,8,,,,,,292,10620,.,0,,,,,,12976,12976,2789376,2789376,129672,129672,3223552,3223552,12115968,12115968,104935424,2.20342E+12,,,2789376,2789376,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,98217984,2.20342E+12,FALSE,,,,9768960,9768960,,
svchost,0,258,2.20345E+12,17567744,6103040,15344,,,,,,,,Process,8,,,,,,258,10804,.,0,,,,,,15344,15344,6103040,6103040,177600,177600,6447104,6447104,22695936,22695936,133459968,2.20345E+12,,,6103040,6103040,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,128258048,2.20345E+12,FALSE,,,,17567744,17567744,,
svchost,0,373,2.20352E+12,20144128,10002432,30440,,,,,,,,Process,8,,,,,,373,11584,.,0,,,,,,30440,30440,10002432,10002432,172840,172840,11296768,11296768,22413312,22413312,223539200,2.20354E+12,,,10002432,10002432,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,204500992,2.20352E+12,FALSE,,,,20144128,20144128,,
svchost,0,275,2.20347E+12,13692928,4907008,17176,,,,,,,,Process,8,,,,,,275,12196,.,0,,,,,,17176,17176,4907008,4907008,139816,139816,30183424,30183424,37888000,37888000,160628736,2.20348E+12,,,4907008,4907008,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,154554368,2.20347E+12,FALSE,,,,13692928,13692928,,
svchost,0,187,2.20341E+12,11964416,3903488,11824,,,,,,,,Process,8,,,,,,187,12344,.,0,,,,,,11824,11824,3903488,3903488,89984,89984,4009984,4009984,12001280,12001280,88973312,2.20341E+12,,,3903488,3903488,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,87924736,2.20341E+12,FALSE,,,,11964416,11964416,,
svchost,0,466,2.20355E+12,15081472,10223616,28832,,,,,,,,Process,8,,,,,,466,13100,.,0,,,,,,28832,28832,10223616,10223616,195120,195120,14700544,14700544,23326720,23326720,243744768,2.20356E+12,,,10223616,10223616,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,229249024,2.20355E+12,FALSE,,,,15081472,15081472,,
svchost,0,122,2.20339E+12,7692288,3002368,7608,,,,,,,,Process,8,,,,,,122,13232,.,0,,,,,,7608,7608,3002368,3002368,67616,67616,3031040,3031040,7725056,7725056,75337728,2.20339E+12,,,3002368,3002368,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,73854976,2.20339E+12,FALSE,,,,7692288,7692288,,
svchost,0,383,2.20343E+12,16547840,4800512,19184,,,,,,,,Process,8,,,,,,383,13272,.,0,,,,,,19184,19184,4800512,4800512,137576,137576,5152768,5152768,16789504,16789504,112291840,2.20343E+12,,,4800512,4800512,,svchost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,112283648,2.20343E+12,FALSE,,,,16547840,16547840,,
System,0,4973,7815168,2781184,204800,272,,,,,,,,Process,8,,,,,,4973,4,.,0,,,,,,272,272,204800,204800,0,0,274432,274432,22847488,22847488,44318720,44318720,,,204800,204800,,System,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,7815168,7815168,FALSE,,,,2781184,2781184,,
SystemSettings,1,879,2.20385E+12,147456,24604672,43032,C:\Windows\ImmersiveControlPanel\SystemSettings.exe,Microsoft Corporation,1.09375,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Settings,Microsoft? Windows? Operating System,Process,8,,FALSE,,3864,Microsoft.Win32.SafeHandles.SafeProcessHandle,879,12172,.,66708,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",System.Diagnostics.ProcessModule (SystemSettings.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,43032,43032,24604672,24604672,859736,859736,63533056,63533056,111988736,111988736,583516160,2.2039E+12,TRUE,Normal,24604672,24604672,00:00.5,SystemSettings,255,FALSE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:27,,System.Diagnostics.ProcessThreadCollection,00:01.1,00:00.6,527417344,2.20385E+12,FALSE,,,,147456,147456,,
TabTip,1,373,2.20368E+12,17137664,8593408,20656,,,3.65625,,,,,Process,13,,,,,,373,8264,.,0,,,,,,20656,20656,8593408,8593408,384696,384696,8638464,8638464,24113152,24113152,380538880,2.2037E+12,,,8593408,8593408,00:02.4,TabTip,,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:03.7,00:01.3,361779200,2.20368E+12,FALSE,,,,17137664,17137664,,
taskhostw,1,327,2.20352E+12,17084416,9576448,40992,C:\WINDOWS\system32\taskhostw.exe,Microsoft Corporation,1.140625,10.0.18362.1 (WinBuild.160101.0800),10.0.18362.1,Host Process for Windows Tasks,Microsoft? Windows? Operating System,Process,8,,FALSE,,3936,Microsoft.Win32.SafeHandles.SafeProcessHandle,327,5600,.,0,,System.Diagnostics.ProcessModule (taskhostw.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,40992,40992,9576448,9576448,194960,194960,9707520,9707520,17645568,17645568,202698752,2.20352E+12,TRUE,Normal,9576448,9576448,00:00.7,taskhostw,255,TRUE,1,System.Diagnostics.ProcessStartInfo,6/10/2019 14:23,,System.Diagnostics.ProcessThreadCollection,00:01.1,00:00.4,202625024,2.20352E+12,FALSE,,,,17084416,17084416,,
